,Unnamed: 0,Unnamed: 0.1,User,Text,Date,Hashtags
4454,4944,4944,pennewstweet,WB govt enforces complete lockdown from 5pm today till March 31 #WestBengal #MamataBanerjee #Coronavirusindia #COVID19 #COVID19India #CoronaVirusOutbreak #CoronaVirus #COVIDー19 #COVID_19India #COVID19outbreak #IndiaFightsCoronavirus #SocialDistancing,2020-03-24 12:05:53+00:00,#WestBengal #MamataBanerjee #Coronavirusindia #COVID19 #COVID19India #CoronaVirusOutbreak #CoronaVirus #COVID #COVID_19India #COVID19outbreak #IndiaFightsCoronavirus #SocialDistancing
4455,4945,4945,SakalMediaNews,Video : परभणी महापालिकेतर्फे शहर निर्जंतूकीकरणाचे काम सुरु #Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #LockdownNow #lockdown #CoronavirusOutbreakindia #CoronavirusLockdown,2020-03-24 12:00:20+00:00,#Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #LockdownNow #lockdown #CoronavirusOutbreakindia #CoronavirusLockdown
4462,4952,4952,SakalMediaNews,#COVID19 : रुग्णालयांमध्ये अत्यावशक्‍य शस्त्रक्रियाही पुढे ढकलल्या...वैद्यकीय सेवेवर परिणाम #Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #LockdownNow #lockdown #CoronavirusOutbreakindia #CoronavirusLockdown,2020-03-24 11:50:02+00:00,#COVID19 #Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #LockdownNow #lockdown #CoronavirusOutbreakindia #CoronavirusLockdown
4472,4963,4963,SakalMediaNews,किराणाची व्हॉटस्‌अपद्वारे यादी पाठवा.. जीवाशी खेळू नका #Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #LockdownNow #lockdown ,2020-03-24 11:40:05+00:00,#Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #LockdownNow #lockdown
4476,4967,4967,pennewstweet,People deprived of newspapers in places of country #lockdownindia #LockdownNow #lockdown #coronapocalypse #lockdown #COVID2019india #Covid19India #COVID19outbreak #COVIDIOTS #COVID #China #WuhanCoronavius #IndiaFightsCorona,2020-03-24 11:35:09+00:00,#lockdownindia #LockdownNow #lockdown #coronapocalypse #lockdown #COVID2019india #Covid19India #COVID19outbreak #COVIDIOTS #COVID #China #WuhanCoronavius #IndiaFightsCorona
4483,4974,4974,SakalMediaNews,हातावर शिक्का असलेला पाहुना आला अन् उडाला गोंधळ #Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #LockdownNow #lockdown #quarantine,2020-03-24 11:30:15+00:00,#Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #LockdownNow #lockdown #quarantine
4495,4986,4986,SakalMediaNews,शिक्षकांनो... घरीच बसून तपासा उत्तरपत्रिका.. #Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #LockdownNow #lockdown ,2020-03-24 11:20:05+00:00,#Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #LockdownNow #lockdown
4507,4998,4998,SakalMediaNews,संचारबंदी गेली उडत ; बाजार समिती तोबा गर्दी #Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #LockdownNow #lockdown #curfew,2020-03-24 11:10:05+00:00,#Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #LockdownNow #lockdown #curfew
4546,5041,5041,SakalMediaNews,काय मंडळी! चि.कोरोना अन् चि. सौ. का. मृत्युबाईचे आमंत्रण आलयं! नेमकी काय भानगड? #Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #lockdown #MarathiNews #Maharashtra #Nashik,2020-04-30 16:15:14+00:00,#Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #lockdown #MarathiNews #Maharashtra #Nashik
4548,5043,5043,SakalMediaNews,मालेगावात बंदोबस्तावरील जळगावचे दोन पोलिस कोव्हिड पॉझेटिव्ह. #Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #lockdown #MarathiNews #Maharashtra #Jalgaon,2020-04-30 15:30:18+00:00,#Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #lockdown #MarathiNews #Maharashtra #Jalgaon
4554,5049,5049,StvHaryananews1,"#रोहतक: घर जाने के लिए मजदूरों का धरना, SDM के आश्वासन के बाद माने मजदूर #STVHaryanaNews #Covid19India #Lockdown ",2020-04-30 15:00:08+00:00,#STVHaryanaNews #Covid19India #Lockdown
4555,5050,5050,StvHaryananews1,"#तोशाम: हरियाणा न्यूज की मुहिम से जुड़ रहे लोग, इलीट ग्रुप ने 700 जरुरतमंद परिवारों को बांटा राशन #STVHaryanaNews #Covid19India #Lockdown ",2020-04-30 14:55:55+00:00,#STVHaryanaNews #Covid19India #Lockdown
4564,5060,5060,StvHaryananews1,#फरीदाबाद की सीमाएं सील होने पर बोले डीसी ‘शर्तों के साथ आने-जाने की अनुमति’ ‘PMO सहित कई विभाग के कर्मचारियों को छूट’ #STVHaryanaNews #Faridabad #Covid19India #Lockdown ,2020-04-30 13:55:15+00:00,#STVHaryanaNews #Faridabad #Covid19India #Lockdown
4569,5065,5065,SakalMediaNews,#BreakingNews: कोल्हापुरात कोरोनाचा पहिला बळी! #Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #lockdown #MarathiNews #Maharashtra,2020-04-30 13:27:54+00:00,#BreakingNews #Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #lockdown #MarathiNews #Maharashtra
4573,5070,5070,SakalMediaNews,जगभरात कोरोनाने अक्षरशः कोरोनाने थैमान घातले आहे. #Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #lockdown #MarathiNews #Maharashtra #COVID,2020-04-30 12:45:13+00:00,#Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #lockdown #MarathiNews #Maharashtra #COVID
4583,5080,5080,SakalMediaNews,नवऱ्याने सोडलिया दारू...कोरोना पावलाय गं ! महिलांमध्ये आनंद #Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #lockdown #MarathiNews #Maharashtra,2020-04-30 11:15:07+00:00,#Sakal #SakalNews #viral #news #SakalMedia #India #Corona #Covid19india #coronavirus #lockdown #MarathiNews #Maharashtra
4588,5085,5085,StvHaryananews1,"#CORONA संकट में सिरसावासियों के साथ विधायक Gopal Kanda, MDK स्कूल में चौथे दिन लगी सब्जी मंडी #STVHaryanaNews #Covid19India #Lockdown #MDKSchool #SabjiMandi #SocialDistencing #Sanitizer @gopalkandahlp @gobindkandaHLP",2020-04-30 10:56:34+00:00,#CORONA #STVHaryanaNews #Covid19India #Lockdown #MDKSchool #SabjiMandi #SocialDistencing #Sanitizer
4592,5089,5089,StvHaryananews1,चंडीगढ़- सर्वदलीय बैठक के बाद गृह मंत्री अनिल विज का बयान अच्छे से संपन्न हुई सर्वदलीय बैठक विपक्ष के नेताओं ने भी अपनी बात रखी सीएम ने विपक्ष के सवालों के जवाब भी दिए #STVHaryanaNews @anilvijminister #Covid19India #Lockdown ,2020-04-30 10:41:01+00:00,#STVHaryanaNews #Covid19India #Lockdown
4596,5093,5093,pennewstweet,Covid-19: KIA preparing for social distancing once operations resumes #KempegowdaInternationalAirport #Bengaluru #lockdown #BIAL #SocialDistancing #onlinecheckin #NovelCoronavirus #Coronavirusindia #COVID19 #COVID19India #CoronaVirus #COVID_19,2020-04-30 10:30:56+00:00,#KempegowdaInternationalAirport #Bengaluru #lockdown #BIAL #SocialDistancing #onlinecheckin #NovelCoronavirus #Coronavirusindia #COVID19 #COVID19India #CoronaVirus #COVID_19
4601,5098,5098,StvHaryananews1,#पलवल: दमकल विभाग के कर्मचारियों ने पूरे शहर को किया गया सेनिटाइज.. #STVHaryanaNews #Sanitization #Covid19India #Lockdown ,2020-04-30 10:09:17+00:00,#STVHaryanaNews #Sanitization #Covid19India #Lockdown
4608,5106,5106,StvHaryananews1,परिवहन मंत्री ने की वीडियो कॉन्फ्रेंसिग के जरिए मीटिंग RTI सचिव और ट्रांसपोर्ट यूनियनों के प्रतिनिधियों के साथ बैठक मालवाहक वाहनों को चलाने की अनुमति- परिवहन मंत्री #STVHaryanaNews @moolchandsharma #Covid19India #Lockdown ,2020-04-30 09:00:08+00:00,#STVHaryanaNews #Covid19India #Lockdown
4619,5118,5118,SakalMediaNews,"3 out of 529 media personnel screened for Covid19 have been detected positive, says CM Arvind Kejriwal. http://esakal.com #Sakal #SakalMedia #SakalNews #viral #news #ViralNews #Covid19India #Covid19Pandemic #lockdown #ArvindKejriwal #media #journalists @ArvindKejriwal",2020-04-30 07:15:09+00:00,#Sakal #SakalMedia #SakalNews #viral #news #ViralNews #Covid19India #Covid19Pandemic #lockdown #ArvindKejriwal #media #journalists
4633,5135,5135,News13_in,"ಮೇ 4 ರಿಂದ ಹೊಸ COVID-19 ಲಾಕ್‌ಡೌನ್ ಮಾರ್ಗಸೂಚಿಗಳು, ಅನೇಕ ಸ್ಥಳಗಳಲ್ಲಿ ವಿನಾಯಿತಿ ಸಾಧ್ಯತೆ #May4th #Covid19India #Lockdown #LockdownReliefOrder #IndiaFightsCorona @RitamAppKannada #KannadaNews Read More @",2020-04-30 05:56:05+00:00,#May4th #Covid19India #Lockdown #LockdownReliefOrder #IndiaFightsCorona #KannadaNews
4651,5154,5154,news24tvchannel,"देश में कोरोना वायरस संक्रमित मरीजों की कुल संख्या हुई – 33050, कुल एक्टिव मरीज -23651 , ठीक हुए- 8325, मौत- 1074 #CoronavirusOutbreak #Covid19India #ExtendLockdown #lockdown ",2020-04-30 03:16:07+00:00,#CoronavirusOutbreak #Covid19India #ExtendLockdown #lockdown
4664,5170,5170,NewsChattisgarh,"अब इस कोरोना वायरस के जाने के बाद भी पूरी जनता को हर तरह के जीवन स्तर वाले को गरीब, मध्यम वर्गीय, अमीर सभी को बहुत सी आदतें बदलनी ही होंगी तभी भविष्य सुरक्षित रहेगा । पूरे देश में हर तरफ साफ सफाई का तो सबसे ज्यादा ध्यान रखना ही होगा । #Corona #Covid19India #Covid19 #Lockdown ",2020-04-29 22:10:32+00:00,#Corona #Covid19India #Covid19 #Lockdown
4666,5173,5173,roufaminnews5,38 shops sealed and 12 vehicles seized for violating COVID-19 lockdown in Srinagar https://www.5dariyanews.com/news/294451-38-shops-sealed-and-12-vehicles-seized-for-violating-COVID-19-lockdown-in-Srinagar #38ShopsSealed #Lockdown @Diprjk #JantaCurfew #kashmir #Srinagar #coronavirus #covid19 #government #Jammu #Srinagar #india #Govt #Jammu #covid19 #RedZones #COVID19india ,2020-04-29 21:12:39+00:00,#38ShopsSealed #Lockdown #JantaCurfew #kashmir #Srinagar #coronavirus #covid19 #government #Jammu #Srinagar #india #Govt #Jammu #covid19 #RedZones #COVID19india
4678,5186,5186,pennewstweet,Big increase in private foodgrains freight in lockdown period #NewDelhi #PFG #lockdown #Coronavirusindia #COVID19 #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #IndiaFightsCoronavirus #CoronavirusPandemic,2020-04-29 17:51:14+00:00,#NewDelhi #PFG #lockdown #Coronavirusindia #COVID19 #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #IndiaFightsCoronavirus #CoronavirusPandemic
4679,5187,5187,PTTVOnlineNews,"#PTcampaign: கொரோனாவை விரட்ட, 3 ஃபார்முலாவை கடைபிடிப்போம்..! #CoronaVirus | #IndiaFightsCorona | #TNFightsCorona | #COVID19India | #LockDown | #StayHome | #NewGenMedia",2020-04-29 17:44:43+00:00,#PTcampaign #CoronaVirus #IndiaFightsCorona #TNFightsCorona #COVID19India #LockDown #StayHome #StayHome #NewGenMedia
4684,5193,5193,indiatvnews,Mamata Banerjee hints at extending COVID-19 lockdown in West Bengal #WestBengal #CoronavirusLockdown #coronavirus #Covid19India ,2020-04-29 17:28:50+00:00,#WestBengal #CoronavirusLockdown #coronavirus #Covid19India
4730,5246,5246,apnnewsindia,Haryana faces some economic activity as the govt has allowed to start the Industrial Unit during the lockdown. #Covid19India,2020-04-29 12:56:51+00:00,#Covid19India
