,Unnamed: 0,Unnamed: 0.1,User,Text,Date,Hashtags
11982,13538,13538,pennewstweet,Pakistan to ease lockdown from May 9 #Islamabad #Pakistan #PrimeMinister #ImranKhan #NCC #Coronavirusindia #COVID19 #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #IndiaFightsCoronavirus,2020-05-07 16:25:20+00:00,#Islamabad #Pakistan #PrimeMinister #ImranKhan #NCC #Coronavirusindia #COVID19 #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #IndiaFightsCoronavirus
11987,13547,13547,sniffthenews,When the @PMOIndia doesn't cares...but we as Indian citizens are deeply concerned for their welfare and deeply pained by their sufferings. #COVID19India #lockdown #MigrantWorkers,2020-05-07 15:01:30+00:00,#COVID19India #lockdown #MigrantWorkers
11988,13549,13549,SakalMediaNews,"लॉकडाऊनमध्ये अजित पवारांकडून मोदी सरकारला 2 वेळा पत्र, केली 'ही' मागणी... #Sakal #SakalNews #viral #SakalMedia #news @AjitPawarSpeaks #COVIDー19 #COVID19 #COVID2019 #Covid19India #lockdown ",2020-05-07 15:00:47+00:00,#Sakal #SakalNews #viral #SakalMedia #news #COVID #COVID19 #COVID2019 #Covid19India #lockdown
11997,13567,13567,Pallavi_news24,"#COVID19India Aiims Director Dr. Randeep Gulleria Alarm: COVID-19 cases in India to peak in June-July, no declining trend despite lockdown.@ICMRDELHI @AIIMSRDA",2020-05-07 11:09:35+00:00,#COVID19India
12020,13609,13609,pennewstweet,Almora police held five for defying lockdown #AlmoraPolice #redzone #lockdownviolation #Coronavirusindia #COVID19 #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #IndiaFightsCoronavirus #CoronavirusPandemic,2020-05-07 07:18:40+00:00,#AlmoraPolice #redzone #lockdownviolation #Coronavirusindia #COVID19 #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #IndiaFightsCoronavirus #CoronavirusPandemic
12083,13687,13687,teluguinnews,బిగ్ న్యూస్: అప్రమత్తంగా ఉండాల్సింది వారే – సీఎం కేసీఆర్ https://www.teluguin.com/news/kcr-key-instructions-to-corona-virus-prevention.html #KCR #Telangana #coronavirus #IndiaFightsCorona #COVID19India #COVID19Lockdown #COVID19outbreak #lockdown #lockdownextension,2020-05-06 14:56:41+00:00,#KCR #Telangana #coronavirus #IndiaFightsCorona #COVID19India #COVID19Lockdown #COVID19outbreak #lockdown #lockdownextension
12087,13693,13693,metronews_lk,"லொக்டவுனினால் இந்தியாவில் ஏப்ரல் மாதம் 12.2 கோடி பேர் தொழில் இழந்தனர் Coronavirus lockdown: India jobless numbers cross 120 million in April , http://metronews.lk/article/95138 #metronewslk. #lockdown, #India. #Jobless #coronavirus, #covid19, #COVID19India ",2020-05-06 13:51:56+00:00,#metronewslk #lockdown #India #Jobless #coronavirus #covid19 #COVID19India
12092,13699,13699,pennewstweet,CBI register case on sale of liquor in black market during lockdown : LG #Puducherry #KiranBedi #liquor #LiquorSale #blackmarket #Coronavirusindia #COVID19 #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #CoronavirusPandemic @thekiranbedi,2020-05-06 12:15:17+00:00,#Puducherry #KiranBedi #liquor #LiquorSale #blackmarket #Coronavirusindia #COVID19 #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #CoronavirusPandemic
12124,13736,13736,punekarnews,due to crowding #LiquorShops in #Nashik and #mumbai have been closed #lockdown #Pune #coronavirus #COVID19India ,2020-05-06 07:34:12+00:00,#LiquorShops #Nashik #mumbai #lockdown #Pune #coronavirus #COVID19India
12128,13742,13742,anabsys_news,“जाम जरुरी हैं कि जिंदगी” –संभलेगा अर्थव्यवस्था या फ़ैलेगा कोरोना? Read more: http://www.anabsys.com/sustainable-economy-or-spread-corona/ #Corona #CoronavirusLockdown #coronavirusinindia #CoronaLockdown #coronaupdatesindia #COVID19India #lockdown #Corona #COVIDー19 #COVID19 #LiquorShops #LiquorShopsOpen #blogging,2020-05-06 07:09:39+00:00,#Corona #CoronavirusLockdown #coronavirusinindia #CoronaLockdown #coronaupdatesindia #COVID19India #lockdown #Corona #COVID #COVID19 #LiquorShops #LiquorShopsOpen #blogging
12147,13762,13762,otvnews,"Despite #COVID19 Lockdown, India's #Coronavirus Deaths, Positive Cases Continue To Rise #COVID19India #IndiaFightsCoronavirus",2020-05-06 05:40:34+00:00,#COVID19 #Coronavirus #COVID19India #IndiaFightsCoronavirus
12170,13785,13785,ABPNews,"#CoronavirusOutbreak LIVE Updates: #COVID19India Cases Near 47,000, Death Toll 1583; 43rd Day Of Nationwide #Lockdown ",2020-05-06 02:41:50+00:00,#CoronavirusOutbreak #COVID19India #Lockdown
12180,13795,13795,Tv99News,"The 10-week or 70-day hard lockdown in Wuhan, which started on January 23 and lasted till the first week of April, did its job and extinguished the transmission of SARS-CoV-2 #COVID19 #COVID19India #CoronavirusIndia #Telangana #TelanganaFightsCorona #LockdownExtended",2020-05-05 23:01:01+00:00,#COVID19 #COVID19India #CoronavirusIndia #Telangana #TelanganaFightsCorona #LockdownExtended
12205,13826,13826,nftvnews,"#Coronavirus: Two new #COVID19 positive cases reported in #Odisha, Tally reached 176 #lockdown #HandHygiene #COVID19India #Covid_19india #CoronavirusIndia #COVIDー19",2020-05-05 17:08:26+00:00,#Coronavirus #COVID19 #Odisha #lockdown #HandHygiene #HandHygiene #COVID19India #Covid_19india #CoronavirusIndia #COVID
12245,13871,13871,fx16news,சென்னையில் கோவிட்-19 நோய் தொற்றுக்கான பரிசோதனை தொடர்ந்து அதிக அளவில் மேற்கொள்ளப்படும் - வருவாய் நிர்வாக ஆணையர் ராதாகிருஷ்ணன் #COVID19India #COVIDー19 #lockdown #Chennai,2020-05-05 15:23:35+00:00,#COVID19India #COVID #lockdown #Chennai
12246,13872,13872,uniindianews,"India sees biggest single-day spike with 3,900 cases, 195 deaths; tally zooms to 46,711 #COVID19India #lockdown @MoHFW_INDIA @ArvindKejriwal @drharshvardhan #Delhi #Maharashtra http://www.uniindia.com/india-sees-biggest-single-day-spike-with-3-900-cases-195-deaths-tally-zooms-to-46-711/india/news/1983059.html",2020-05-05 15:17:09+00:00,#COVID19India #lockdown #Delhi #Maharashtra
12257,13883,13883,airnews_imphal,"#MHA: GoI grants Consular Services to Foreign Nationals, stranded in India due to travel restrictions in wake of #COVID19India outbreak, for a period upto 30 days from the date of lifting of prohibition on international air travel of passengers from India. #Lockdown Details ",2020-05-05 13:50:19+00:00,#MHA #COVID19India #Lockdown
12292,13925,13925,uniindianews,"Snapdeal resumes non-essentials delivery: 75pc orders recd from green, orange zones #lockdown @snapdeal #COVID19India #Gurugram http://www.uniindia.com/~/snapdeal-resumes-non-essentials-delivery-75pc-orders-recd-from-green-orange-zones/Business%20Economy/news/1982391.html",2020-05-05 10:30:58+00:00,#lockdown #COVID19India #Gurugram
12353,13990,13990,News18Guj,"મુંબઈઃ ગણપતિ મંડળોએ લીધો નિર્ણય, આ વર્ષે સાદગીથી ઉજવાશે ઉત્સવ #Maharashtra #Mumbai #GanpatiUtsav2020 #CoronaCrisis #COVID19India #Pandemic #Lockdown #StayHome",2020-05-05 07:37:06+00:00,#Maharashtra #Mumbai #GanpatiUtsav2020 #CoronaCrisis #COVID19India #Pandemic #Lockdown #StayHome #StayHome
12368,14010,14010,otvnews,"As accidents are frequently occurring with buses ferrying Odia migrants from other States amid the lockdown, steps will be taken to caution such drivers at border check-points: Odisha Transport Minister Padmanabha Behera #Lockdown3 #COVID19India ",2020-05-05 06:32:07+00:00,#Lockdown3 #COVID19India
12369,14011,14011,StvHaryananews1,#पलवल: #श्रमिकों को वापस घर भेजने की तैयारी! #ईदिशापोर्टल पर किया जा रहा पंजीकरण #STVHaryananews #migrants #Covid19India #Lockdown https://youtu.be/_SZhttps://youtu.be/_SZkfoIf93gkfoIf93g,2020-05-05 06:23:51+00:00,#STVHaryananews #migrants #Covid19India #Lockdown
12370,14013,14013,otvnews,Government of India extends relaxation in submission of monthly issues for month of April 2020 which is scheduled in month of May 2020 by all newspapers empanelled with DAVP in view of countrywide #lockdown due to #COVID19 #COVID19India ,2020-05-05 06:20:54+00:00,#lockdown #COVID19 #COVID19India
12375,14018,14018,HSnewsLive,"#DelhiGovt पेट्रोल-डीजल पर बढ़ा वैट, दिल्ली के मंत्री मनीष सिसोदिया बोले-कठिन समय, कठिन फैसला @msisodia @ArvindKejriwal #COVID19India #CoronaUpdatesInIndia #lockdown ",2020-05-05 05:36:41+00:00,#DelhiGovt #COVID19India #CoronaUpdatesInIndia #lockdown
12400,14044,14044,AmarUjalaNews,प्रभावित राज्यों में हालात सुधारने को केंद्र ने तय किया 7 दिन का वक्त @PMOIndia @narendramodi @drharshvardhan #Coronavirus #Covid19 #Covid19India #Lockdown ,2020-05-05 03:10:55+00:00,#Coronavirus #Covid19 #Covid19India #Lockdown
12425,14069,14069,SakalMediaNews,Marriage functions have been allowed in Maharashtra’s #Latur with maximum 10 people. http://esakal.com #Sakal #SakalMedia #SakalNews #viral #news #ViralNews #Covid19 #Covid19Pandemic #lockdown #Covid19India ,2020-05-04 16:30:21+00:00,#Latur #Sakal #SakalMedia #SakalNews #viral #news #ViralNews #Covid19 #Covid19Pandemic #lockdown #Covid19India
12429,14075,14075,pennewstweet,Tripura CPM wants govt to bring back stranded people at State cost #Agartala #LokSabha #JitendraChoudhury #StateGovernment #lockdownbesides #Choudhury #Kolkata #lockdown #Coronavirusindia #COVID19 #COVID19India #CoronaVirus #COVID_19,2020-05-04 16:19:27+00:00,#Agartala #LokSabha #JitendraChoudhury #StateGovernment #lockdownbesides #Choudhury #Kolkata #lockdown #Coronavirusindia #COVID19 #COVID19India #CoronaVirus #COVID_19
12434,14080,14080,SakalMediaNews,#Odisha CM Naveen Patnaik warns strict action against returnees from other states if found defying lockdown rules. http://esakal.com #Sakal #SakalMedia #SakalNews #viral #news #ViralNews #Covid19 #Covid19Pandemic #lockdown #Covid19India @Naveen_Odisha,2020-05-04 16:00:48+00:00,#Odisha #Sakal #SakalMedia #SakalNews #viral #news #ViralNews #Covid19 #Covid19Pandemic #lockdown #Covid19India
12449,14098,14098,StvHaryananews1,"सिरसा: श्री बाबा तारा कुटिया में सम्मानित हुए सेवक, विधायक गोपाल कांडा सेवकों का करवाएंगे बीमा #STVHaryanaNews #Covid19India #Lockdown #LangarSeva #Insurence",2020-05-04 13:48:55+00:00,#STVHaryanaNews #Covid19India #Lockdown #LangarSeva #Insurence
12451,14101,14101,StvHaryananews1,लॉकडाउन में छूट के साथ ही प्रदेश पर कोरोना का प्रहार! #STVHaryanaNews #COVID19India #Lockdown ,2020-05-04 13:25:12+00:00,#STVHaryanaNews #COVID19India #Lockdown
12453,14103,14103,SakalMediaNews,"1,074 Covid19 patients recovered in the past 24 hours; highest in a day, says Health Ministry of India. http://esakal.com #Sakal #SakalMedia #SakalNews #viral #news #ViralNews #Covid19 #Covid19Pandemic #lockdown #Covid19India ",2020-05-04 13:15:11+00:00,#Sakal #SakalMedia #SakalNews #viral #news #ViralNews #Covid19 #Covid19Pandemic #lockdown #Covid19India
12460,14111,14111,pennewstweet,CM announces relaxation of lockdown to industrialists without knowing danger of COVID-19 : Anbazhagan #Puducherry #AIADMK #Coronavirusindia #COVID19 #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #IndiaFightsCoronavirus,2020-05-04 12:29:57+00:00,#Puducherry #AIADMK #Coronavirusindia #COVID19 #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #IndiaFightsCoronavirus
12487,14149,14149,pennewstweet,Life limps back in Manipur after easing of lockdown #Imphal #Manipur #GreenZone #state #congregation #people #passenger #Coronavirusindia #COVID19 #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #IndiaFightsCoronavirus,2020-05-04 10:36:06+00:00,#Imphal #Manipur #GreenZone #state #congregation #people #passenger #Coronavirusindia #COVID19 #COVID19India #CoronaVirus #COVID_19 #COVID19outbreak #IndiaFightsCoronavirus
12495,14159,14159,StvHaryananews1,"कोरोना UPDATE: 24 घंटे में 21 नए मामले आए सामने, अबतक 5 लोगों की मौत #STVHaryanaNews #Covid19India #Lockdown ",2020-05-04 09:53:55+00:00,#STVHaryanaNews #Covid19India #Lockdown
12508,14175,14175,HSnewsLive,"#lockdown : तुर्की का बड़ा शहर इस्तानबुल लॉकडाउन के अंदर #COVID19India #COVID19outbreak #COVID19outbreak #covid19, #coronavirus",2020-05-04 07:50:52+00:00,#lockdown #COVID19India #COVID19outbreak #COVID19outbreak #covid19 #coronavirus
12513,14181,14181,news4nations,"#डीजीपी बिहार के रेडजोन में करेंगे प्रवेश, व्यवस्था का लेंगे जायजा #पुलिसकर्मियों का बढ़ाएंगे मनोबल https://n4n.link/583a1fbdb4 @sanjayjavin @IPRD_Bihar #lockdown #COVIDー19 #COVID19India @IPSGupteshwar @bihar_police",2020-05-04 07:41:11+00:00,#lockdown #COVID #COVID19India
12518,14187,14187,HSnewsLive,#Karnataka: राज्य में #COVID19 के 28 मामले आए सामने. 21 मामले दावणगेरे के हैं. कुल पॉजिटिव मामलों की संख्या हुई 642. आज एक मौत के साथ मरने वालों का आंकड़ा हुआ 26. @BSYBJP @CMofKarnataka @MoHFW_INDIA #CoronaUpdatesInIndia #COVID19India #lockdown ,2020-05-04 07:22:12+00:00,#Karnataka #COVID19 #CoronaUpdatesInIndia #COVID19India #lockdown
12522,14192,14192,news4nations,"#बकरी-फल सब #कोरोना_पॉजिटिव, टेस्ट किट की जांच के आदेश https://n4n.link/729f66c0af #COVIDー19 #COVID19India #lockdown @mangalpandeybjp @sanjayjavin @NitishKumar",2020-05-04 07:03:59+00:00,#COVID #COVID19India #lockdown
12527,14198,14198,thenewstuffin,TN govt hiked petrol and diesel prices amid the lockdown - Is this the reason? #tamilnadugovt #petrolprice #Diesel #GST #CoronavirusLockdown #Coronavirustamilnadu #coronavirus #COVIDー19 #COVID19India ,2020-05-04 06:20:41+00:00,#tamilnadugovt #petrolprice #Diesel #GST #CoronavirusLockdown #Coronavirustamilnadu #coronavirus #COVID #COVID19India
12531,14202,14202,HSnewsLive,"#lockdown : प्रवासी श्रमिकों को मुफ्त में उनके गांव पहुंचाए केंद्र सरकार : मुख्यमंत्री ठाकरे #COVID19India #CoronavirusOutbreakindia @OfficeofUT #goverment,",2020-05-04 05:48:48+00:00,#lockdown #COVID19India #CoronavirusOutbreakindia #goverment
12586,14272,14272,aapkikhabarnews,"क्या किसान और मज़दूर ही रहते हैं भारत मे बाकी के लिए क्या है सरकार का #lockdown में छूट देने का प्लान,#COVID19India,#COVIDー19",2020-05-03 16:11:16+00:00,#lockdown #COVID19India #COVID
12615,14308,14308,StvHaryananews1,"#अंबाला: हरियाणा के गृह मंत्री अनिल विज का बयान, लॉकडाउन से मिलने वाली छूट पर जताया डर #STVHaryanaNews #Covid19India #Lockdown ",2020-05-03 14:26:33+00:00,#STVHaryanaNews #Covid19India #Lockdown
12628,14322,14322,NewsX,"If you have any queries about the lockdown extension, tweet to us and we'll try our best to answer your questions. #CoronaUpdates #IndiaFightsCoronavirus #COVID19India #CoronaUpdates #Lockdownextention",2020-05-03 13:44:39+00:00,#CoronaUpdates #IndiaFightsCoronavirus #COVID19India #CoronaUpdates #Lockdownextention
12629,14323,14323,newstrackmedia,"लॉकडाउन-3 को लेकर जारी हुई नई गाइडलाइन, यहां जानें कल से क्या-क्या खुलेगा #lockdown #covid19 #COVID19India ",2020-05-03 13:43:25+00:00,#lockdown #covid19 #COVID19India
12631,14325,14325,StvHaryananews1,"#यमुनानगर: कोरोना की चपेट में सब्जी मंडी का आढ़ती, 4 दिन के लिए बंद सब्जी मंडी #STVHaryanaNews #Covid19India #Lockdown ",2020-05-03 13:39:05+00:00,#STVHaryanaNews #Covid19India #Lockdown
12634,14328,14328,StvHaryananews1,"#सिरसा: श्री बाबा तारा जी कुटिया में जारी है लंगर सेवा, सभी जरूरतमंदों का रखा जा रहा पूरा ख्याल #STVHaryaannews #Covid19India #Lockdown #LangarSeva",2020-05-03 13:29:38+00:00,#STVHaryaannews #Covid19India #Lockdown #LangarSeva
12640,14334,14334,ptcnews,ਚਿੰਤਾਜਨਕ ! ਸੂਬੇ 'ਚ ਨਾਂਦੇੜ ਤੋਂ ਪਰਤੇ 607 ਸ਼ਰਧਾਲੂਆਂ ਸਣੇ 1067 ਹੋਰ ਕੋਰੋਨਾ ਪੀੜਤਾਂ ਦਾ ਅੰਕੜਾ #SikhPilgrims #SriHazurSahib #PunjabiNews #Punjab #Curfew #Lockdown #Coronavirus #CoronavirusOutbreak #CoronavirusPandemic #CoronavirusCrisis #CoronavirusIndia #COVID19 #COVID19India ,2020-05-03 12:49:56+00:00,#SikhPilgrims #SriHazurSahib #PunjabiNews #Punjab #Curfew #Lockdown #Coronavirus #CoronavirusOutbreak #CoronavirusPandemic #CoronavirusCrisis #CoronavirusIndia #COVID19 #COVID19India
12643,14337,14337,news4nations,"#BIG_BREAKING : पटना में 436 किलो गांजे से लदा ट्रक बरामद, एक तस्कर #गिरफ्तार https://n4n.link/f2ae42fcf6 #lockdown #Covid_19 #COVID19India",2020-05-03 12:35:32+00:00,#BIG_BREAKING #lockdown #Covid_19 #COVID19India
12646,14340,14340,StvHaryananews1,"#गुरुग्राम: विधायक सुधीर सिंगला ने #निगम को लिखा #पत्र, #लॉकडाउन में शहर के विकास कार्य होंगे पूरे #STVHaryanaNews #Covid19India #Lockdown @sudhirsinglabjp",2020-05-03 12:25:16+00:00,#STVHaryanaNews #Covid19India #Lockdown
12648,14342,14342,TheNewsKhazana,"सोमवार से खुलेंगी शराब की दुकाने, लेकिन नियम और शर्ते होंगी लागू #liquor #lockdown #COVID19India ",2020-05-03 12:04:00+00:00,#liquor #lockdown #COVID19India
12665,14359,14359,StvHaryananews1,#यमुनानगर: जगाधरी की #सब्जीमंडी 4 दिन रहेगी #बंद! DC मुकुल कुमार ने दी बड़ी जानकारी? #STVHaryanaNews #Covid19India #Lockdown ,2020-05-03 10:32:05+00:00,#STVHaryanaNews #Covid19India #Lockdown
12684,14380,14380,WeForNews,Take a look: How #Covid19 cases scaled up in last 41 days of #lockdown #COVID19India #COVID2019 #coronavirusinindia,2020-05-03 08:37:32+00:00,#Covid19 #lockdown #COVID19India #COVID2019 #coronavirusinindia
12728,14432,14432,1stIndiaNews,"#lockdown 3.0 की विस्तृत गाइडलाइन केंद्र के बाद गृह विभाग ने जारी की विस्तृत गाइडलाइन, सभी कार्य स्थलों पर मास्क पहनना होगा अनिवार्य, प्रभारी व्यक्ति कंपनी और परिवहन में रखवाएगा सोशल डिस्टेंसिंग... #CoronaVirusUpdate #coronavirusinindia #CoronaOutbreak #Covid19India ",2020-05-03 05:33:38+00:00,#lockdown #CoronaVirusUpdate #coronavirusinindia #CoronaOutbreak #Covid19India
12730,14434,14434,1stIndiaNews,"#Lockdown 3 में उद्योगों के लिए विस्तृत गाइडलाइन शहरी क्षेत्रों में 15 अप्रैल की छूट के अलावा कुछ अन्य औद्योगिक इकाइयों को भी छूट, सेज, निर्यात इकाइयों, औद्योगिक टाउनशिप इकाइयों को छूट, निरंतर प्रक्रिया... #CoronaVirusUpdate #coronavirusinindia #CoronaOutbreak #Covid19India ",2020-05-03 05:32:08+00:00,#Lockdown #CoronaVirusUpdate #coronavirusinindia #CoronaOutbreak #Covid19India
12731,14435,14435,1stIndiaNews,"#Lockdown 3.0 की विस्तृत गाइडलाइन केंद्र के बाद गृह विभाग ने जारी की विस्तृत गाइडलाइन, बिना अनुमति वाली दुकान कार्यालय खुले पाए जाने पर होगी सख्त कार्रवाई, कौन सी दुकान या कार्यालय खुलेगा स्पष्ट जानकारी... #coronavirusinindia #CoronaOutbreak #Covid19India @RajCMO @RajGovOfficial",2020-05-03 05:30:42+00:00,#Lockdown #coronavirusinindia #CoronaOutbreak #Covid19India
12748,14453,14453,1stIndiaNews,"#Lockdown 3.0 की विस्तृत गाइडलाइन केंद्र के बाद गृह विभाग ने जारी की विस्तृत गाइडलाइन, प्रदेश को ग्रीन, ऑरेंज और रेड तीन जोनों में बांटा, हालांकि साप्ताहिक आधार पर जोन के वर्गीकरण होंगे संशोधित... #CoronaVirusUpdate #coronavirusinindia #CoronaOutbreak #Covid19India ",2020-05-03 04:09:28+00:00,#Lockdown #CoronaVirusUpdate #coronavirusinindia #CoronaOutbreak #Covid19India
12773,14482,14482,financialnewsn,#COVID #Covid_19 #coronavirus #news #breaking #breakingnews #india #usa #wallstreet #investing #Trump #china #uk #dollar #layoffs #japan #COVIDIOTS #Covid19India #crudeoil #mutualfunds #investing #TrumpLiesAmericansDie #lockdown #coronavirus,2020-05-02 20:03:14+00:00,#COVID #Covid_19 #coronavirus #news #breaking #breakingnews #india #usa #wallstreet #investing #Trump #china #uk #dollar #layoffs #japan #COVIDIOTS #Covid19India #crudeoil #mutualfunds #investing #TrumpLiesAmericansDie #lockdown #coronavirus
12797,14512,14512,StvHaryananews1,#बहादुरगढ़ में बनेगी कोरोना की जांच के लिए रैपिड टेस्ट किट नेशनल इंस्टीट्यूट ऑफ वायरोलॉजी से मिली मंजूरी #STVHaryanaNews #Covid19India #RapidtestKit #Lockdown ,2020-05-02 15:18:16+00:00,#STVHaryanaNews #Covid19India #RapidtestKit #Lockdown
12799,14514,14514,StvHaryananews1,"हरियाणा के दो जिले रेड, 18 ऑरेंज और दो ग्रीन जोन में.. 3 जोन, कोरोना गॉन | खबर गरम है.. #STVHaryanaNews #COVID19India #Lockdown ",2020-05-02 14:20:46+00:00,#STVHaryanaNews #COVID19India #Lockdown
12820,14539,14539,StvHaryananews1,#HallaBol: क्या प्रदेश के लिए जोन बनेंगे राम बाण ? https://youtu.be/CG7cZqtEeo0 #STVHaryanaNews #Lockdown #Covid19India,2020-05-02 10:22:17+00:00,#HallaBol #STVHaryanaNews #Lockdown #Covid19India
12824,14543,14543,StvHaryananews1,#उकलाना: सोशल डिस्टेंसिंग की उड़ी धज्जियां! अवैध तरीके से खुल रही कई दुकानें #STVHaryanaNews #Covid19India #Lockdown #SocialDistencing,2020-05-02 10:02:14+00:00,#STVHaryanaNews #Covid19India #Lockdown #SocialDistencing
12826,14545,14545,nedricknews,"#CRPF में लगातार बढ़ रहा कोरोना का खतरा, अब तक 122 जवान संक्रमित, 150 की रिपोर्ट आना बाकी… @crpfindia @CMODelhi #Delhi #Soldiers #coronaupdatesindia #COVID19India #lockdown ",2020-05-02 09:49:16+00:00,#CRPF #Delhi #Soldiers #coronaupdatesindia #COVID19India #lockdown
12827,14546,14546,SakalMediaNews,"India’s management of #Covid19 much better than other countries, said Union Minster Prakash Javadekar while assuring that ‘worst is over’. http://esakal.com #Sakal #SakalMedia #SakalNews #viral #news #ViralNews #Covid19Pandemic #lockdown #Covid19india @PrakashJavdekar",2020-05-02 09:47:07+00:00,#Covid19 #Sakal #SakalMedia #SakalNews #viral #news #ViralNews #Covid19Pandemic #lockdown #Covid19india
12828,14548,14548,SakalMediaNews,नागपूर विद्यापीठाला आठवला कुलुगुरुंचा फॉर्मुला . #Sakal #SakalNews #viral #SakalMedia #news #Nagpur #India #MarathiNews #Maharashtra #coronavirus #lockdown #COVID2019 #Covid19India #LockdownOnlyOption,2020-05-02 09:30:12+00:00,#Sakal #SakalNews #viral #SakalMedia #news #Nagpur #India #MarathiNews #Maharashtra #coronavirus #lockdown #COVID2019 #Covid19India #LockdownOnlyOption
12830,14550,14550,SakalMediaNews,देशभरातील प्रवासी रेल्वे सेवा 17 मे पर्यंत रद्द https://www.esakal.com/paschim-maharashtra-news/solapur/passenger-train-service-canceled-till-may-17-287815 #Sakal #SakalNews #viral #viralnews #SakalMedia #news #India #MarathiNews #Maharashtra #coronavirus #lockdown #COVID19 #COVID2019 #Covid19India #SakalSolapur #Solapur,2020-05-02 09:18:32+00:00,#Sakal #SakalNews #viral #viralnews #SakalMedia #news #India #MarathiNews #Maharashtra #coronavirus #lockdown #COVID19 #COVID2019 #Covid19India #SakalSolapur #Solapur
12831,14552,14552,SakalMediaNews,नाशिक जिल्ह्यात कोरोनाचा हाहाकार. #Sakal #SakalNews #viral #SakalMedia #news #Nashik #India #MarathiNews #Maharashtra #coronavirus #lockdown #COVID19 #COVID2019 #Covid19India #LockdownOnlyOption #RedZone,2020-05-02 09:15:03+00:00,#Sakal #SakalNews #viral #SakalMedia #news #Nashik #India #MarathiNews #Maharashtra #coronavirus #lockdown #COVID19 #COVID2019 #Covid19India #LockdownOnlyOption #RedZone
12832,14553,14553,SakalMediaNews,महाविद्यालयीन परीक्षेचं ठरलं! पहिल्या व दुसऱ्या वर्षातील विद्यार्थ्यांसाठी गुड न्यूज https://www.esakal.com/paschim-maharashtra-news/solapur/good-news-first-and-second-year-college-students-287828 #Sakal #SakalNews #viral #viralnews #SakalMedia #news #India #MarathiNews #Maharashtra #coronavirus #lockdown #COVID19 #COVID2019 #Covid19India #SakalSolapur #Solapur,2020-05-02 09:05:27+00:00,#Sakal #SakalNews #viral #viralnews #SakalMedia #news #India #MarathiNews #Maharashtra #coronavirus #lockdown #COVID19 #COVID2019 #Covid19India #SakalSolapur #Solapur
12833,14554,14554,SakalMediaNews,ब्रेकिंग न्यूज! सोलापूर ग्रामीण मुख्यालयातील दोन पोलिसांना कोरोनाची लागण https://www.esakal.com/paschim-maharashtra-news/solapur/two-policemen-infected-corona-solapur-287831 #Sakal #SakalNews #viral #viralnews #SakalMedia #news #India #MarathiNews #Maharashtra #coronavirus #lockdown #COVID19 #COVID2019 #Covid19India #SakalSolapur #solapur,2020-05-02 09:02:24+00:00,#Sakal #SakalNews #viral #viralnews #SakalMedia #news #India #MarathiNews #Maharashtra #coronavirus #lockdown #COVID19 #COVID2019 #Covid19India #SakalSolapur #solapur
12835,14556,14556,SakalMediaNews,लॉकडाउनमुळे यापुढेही बंद राहणार वनपर्यटन... पर्यटकांची निराशा... #Sakal #SakalNews #viral #SakalMedia #news #Tourism #Nagpur #India #MarathiNews #Maharashtra #coronavirus #lockdown #COVID19 #COVID2019 #Covid19India #LockdownOnlyOption,2020-05-02 09:00:11+00:00,#Sakal #SakalNews #viral #SakalMedia #news #Tourism #Nagpur #India #MarathiNews #Maharashtra #coronavirus #lockdown #COVID19 #COVID2019 #Covid19India #LockdownOnlyOption
12838,14559,14559,SakalMediaNews,ब्रेकिंग : चिपळुणात सापडला आणखि एक कोरोना पाॅझिटीव्ह ... #Sakal #SakalNews #viral #SakalMedia #news #Chiplun #India #MarathiNews #Maharashtra #coronavirus #lockdown #COVID19 #COVID2019 #Covid19India ,2020-05-02 08:45:03+00:00,#Sakal #SakalNews #viral #SakalMedia #news #Chiplun #India #MarathiNews #Maharashtra #coronavirus #lockdown #COVID19 #COVID2019 #Covid19India
12845,14567,14567,news4nations,"#कोटा में फंसे बच्चों के लिए गुड न्यूज, सामान पैक करने का आदेश, मैसेज से बताया गया 3 से 6 मई के बीच आप लोगों को भेजा जाएगा घर https://n4n.link/d9f83cb8bb #lockdown #Covid_19 #COVID19India @yadavtejashwi @TejYadav14 @NitishKumar",2020-05-02 08:14:35+00:00,#lockdown #Covid_19 #COVID19India
12846,14568,14568,StvHaryananews1,"LOCKDOWN-3.0: ग्रीन, रेड और ऑरेंज जोन: जानिए इनमें क्या पाबंदी और क्या रहेगी छूट? #STVHaryanaNews #COVID19India #LockdownExtended",2020-05-02 08:11:25+00:00,#STVHaryanaNews #COVID19India #LockdownExtended
12856,14579,14579,news4nations,"#सासाराम में लवर्स की शादी नहीं रोक पाया #लॉकडाउन, बुलेट से दुल्हन को लाने पहुंच गए दूल्हे राजा https://n4n.link/ca3d003771 #lockdown #Covid_19 #COVID19India #",2020-05-02 07:40:53+00:00,#lockdown #Covid_19 #COVID19India
